beneficiary_id,full_name_beneficiary,father_or_husband_name,gender_beneficiary,date_of_birth_beneficiary,cnic,phone_number,marital_status,household_size,monthly_income_pkr,address_line,city,province,bank_account_number,welfare_program,registration_date,registration_channel,status,gender_clean_beneficiary,status_clean,date_of_birth_clean_beneficiary,dob_parse_failed_beneficiary,registration_date_clean,reg_date_parse_failed,monthly_income_clean,income_flag,phone_missing,address_missing_beneficiary,is_duplicate_row,data_quality_flags_beneficiary,national_id_no,full_name_national,gender_national,date_of_birth_national,address,id_issue_date,id_status,linked_beneficiary_id,gender_clean_national,date_of_birth_clean_national,dob_parse_failed_national,id_issue_date_clean,issue_date_parse_failed,address_missing_national,id_status_missing,no_linked_beneficiary,data_quality_flags_national,cnic_mismatch_flag
BEN-002721,Jonathan Martinez,Jesus Hurley,M,1945-07-02,70810-2656931-3,,Widowed,2,12000.0,5421 Sanchez Manors Suite 499,Gwadar,Balochistan,PK4491523684335124,Elderly Pension Program,2022-11-08,Online Portal,Actve,Male,Active,1945-07-02,False,2022-11-08,False,12000.0,False,True,False,False,phone_missing,70810-2656931-3,Jonathan Martinez,Male,1945-07-02,"5421 Sanchez Manors Suite 499, Gwadar, Balochistan",2019-05-18,Active,BEN-002721,Male,1945-07-02,False,2019-05-18,False,False,False,False,,False
BEN-002722,Christopher Howard  ,Joshua Koch,Male,1972-11-10,74640-3567626-0,0320-5234427,Single,3,20000.0,3764 John Isle Suite 064,GWADAR,Balochistan,PK2217830686079928,Cash Transfer Program,2019-04-11,Mobile Registration Van,Active,Male,Active,1972-11-10,False,2019-04-11,False,20000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-002723,Roy Pena,Brian Robertson,Male,1976-12-04,30412-2484117-1,0302-1472549,Divorced,7,20000.0,3532 Saunders Walk Apt. 927,Gwadar,Balochistan,PK9280027688503517,Disability Support Program,2020-05-27,Online Portal,Active,Male,Active,1976-12-04,False,2020-05-27,False,20000.0,False,False,False,False,,30412-2484117-1,Roy Pena,Male,1976-12-04,"Balochistan, Gwadar, 3532 Saunders Walk Apt. 927",2021-05-11,Active,BEN-002723,Male,1976-12-04,False,2021-05-11,False,False,False,False,,False
BEN-002724,Meghan Maddox,Craig Guzman,Female,1991-12-31,94719-0460010-5,0301-5036626,Widowed,5,0.0,36080 Matthew Light,Larkana,Sindh,PK0278361140107843,Widow & Orphan Support Program,2025-12-03,NGO Referral,Suspended,Female,Suspended,1991-12-31,False,2025-12-03,False,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-002725,Thomas  Perry,Tony Houston,Male,31/12/1947,59167-4661129-0,,Married,6,25000.0,2144 Taylor Green,Karachi  ,Sindh,PK1118775546231569,Widow & Orphan Support Program,2022-12-06,In-Person Center,Active,Male,Active,1947-12-31,False,2022-12-06,False,25000.0,False,True,False,False,phone_missing,59167-4661129-0,Thomas Perry,Male,1947-12-31,"Sindh, Karachi, 2144 Taylor Green",2015-12-03,Active,BEN-002725,Male,1947-12-31,False,2015-12-03,False,False,False,False,,False
BEN-002726,  Vanessa Romero,Kevin Castro,Female,1991-10-14,53634-2435565-3,0302-0555490,Single,1,15000.0,697 Harris Lane Apt. 540,Karachi,Sindh,PK6261061303127243,Cash Transfer Program,2024-11-10,Online Portal,Active,Female,Active,1991-10-14,False,2024-11-10,False,15000.0,False,False,False,False,,53634-2435565-3,VanessA  Romero,Female,1991-10-14,"Sindh, Karachi, 697 Harris Lane Apt. 540",2011-11-02,Active,BEN-002726,Female,1991-10-14,False,2011-11-02,False,False,False,False,,False
BEN-002727,Mr. Eric Harris,Ian Klein,MALE,1966-01-03,57749-5454712-6,0302-0959261,Divorced,1,15000.0,096 Smith Plaza Apt. 849,Abbottabad,Khyber Pakhtunkhwa,PK6887279018922760,Elderly Pension Program,2022-05-22,NGO Referral,Inactive,Male,Inactive,1966-01-03,False,2022-05-22,False,15000.0,False,False,False,False,,57749-5454312-6,mr. eric harris,Male,1966-01-03,"096 Smith Plaza Apt. 849, Abbottabad, Khyber Pakhtunkhwa",2017-02-10,Active,BEN-002727,Male,1966-01-03,False,2017-02-10,False,False,False,False,,True
BEN-002728,David James,Dr. Matthew Daniels MD,Male,23/12/2005,29910-3708136-9,0310-8902857,Single,1,8000.0,84038 James Forge Suite 904,Faisalabad,Punjab,PK5119719198362433,Flood Relief Assistance,2020-07-01,In-Person Center,Suspended,Male,Suspended,2005-12-23,False,2020-07-01,False,8000.0,False,False,False,False,,29910-3708136-9,David James,Male,2005-12-23,"84038 James Forge Suite 904, Faisalabad, Punjab",2022-10-04,Active,BEN-002728,Male,2005-12-23,False,2022-10-04,False,False,False,False,,False
BEN-002729,Christopher  French,Mark Castillo,Male,24/07/2004,41957-5972920-4,0303-1230861,Single,6,15000.0,441 Robinson Road,Faisalabad,Punjab,PK1285562098949262,Flood Relief Assistance,2020-08-02,Online Portal,Active,Male,Active,2004-07-24,False,2020-08-02,False,15000.0,False,False,False,True,is_duplicate_row,,,,,,,,,,,,,,,,,,False
BEN-002730,Melissa Le,Gary Potter,F,1997-11-27,38830-6539669-5,0301-0367306,Divorced,7,25000.0,492 Edward Oval,Larkana,Sindh,PK5522704620892528,Flood Relief Assistance,2021-07-27,Online Portal,Active,Female,Active,1997-11-27,False,2021-07-27,False,25000.0,False,False,False,False,,38830-6539669-5,Melissa Le,Female,1997-11-27,"492 Edward Oval, Larkana",2018-08-13,Expired,BEN-002730,Female,1997-11-27,False,2018-08-13,False,False,False,False,,False
BEN-002731,Emily  Austin,Kyle Martinez,FEMALE,1962-03-12,07926-7299623-4,0300-7090589,Widowed,6,25000.0,07716 Derrick Passage Apt. 497,Sukkur,Sindh,PK2098081285230232,Disability Support Program,2021-12-27,Mobile Registration Van,ACTIVE,Female,Active,1962-03-12,False,2021-12-27,False,25000.0,False,False,False,False,,07926-7299623-4,Eily  Austin,Female,1962-03-12,"07716 Derrick Passage Apt. 497, Sukkur, Sindh",2018-03-18,Active,BEN-002731,Female,1962-03-12,False,2018-03-18,False,False,False,False,,False
BEN-002732,Tammy Molina,Ronnie Cox,FEMALE,1953-07-21,24940-8376208-5,0302-9570794,Widowed,8,25000.0,1648 Maureen Wells,Bahawalpur,Punjab,PK9663817168909577,Widow & Orphan Support Program,2025-12-24,NGO Referral,Actve,Female,Active,1953-07-21,False,2025-12-24,False,25000.0,False,False,False,False,,24940-8376208-5,Tammy Molina  ,Female,1953-07-21,"Punjab, Bahawalpur, 1648 Maureen Wells",2012-05-15,Expired,BEN-002732,Female,1953-07-21,False,2012-05-15,False,False,False,False,,False
BEN-002733,Kristin Ferguson,Luis Baker,Female,1943-06-18,15764-4875536-1,0302-2996523,Divorced,5,12000.0,4019 Brenda Ramp,Multan,Punjab,PK1333730800304893,Elderly Pension Program,2024-08-10,Online Portal,Active,Female,Active,1943-06-18,False,2024-08-10,False,12000.0,False,False,False,False,,15764-4875536-1,Kristin  Ferguson,Female,1943-06-18,"4019 Brenda Ramp, Multan",2025-04-13,Active,BEN-002733,Female,1943-06-18,False,2025-04-13,False,False,False,False,,False
BEN-002734,Brian Gray,John Ramsey,Male,1991-12-20,33963-1725793-9,0320-1988373,Divorced,7,25000.0,6572 Carl Lodge Suite 875,Sibi,Balochistan,PK0929110994948550,Widow & Orphan Support Program,2019-12-24,Online Portal,Suspended,Male,Suspended,1991-12-20,False,2019-12-24,False,25000.0,False,False,False,False,,33963-1725793-9,Brian Gray,Male,20-12-1991,"6572 Carl Lodge Suite 875, Sibi",2022-08-25,Active,BEN-002734,Male,1991-12-20,False,2022-08-25,False,False,False,False,,False
BEN-002735,Nicole Baker,Donald Hill,FEMALE,1985-10-16,07356-4920356-1,0333-9439149,Married,8,5000.0,43703 Victoria Walks,Mardan,Khyber Pakhtunkhwa,PK5262043143818830,Widow & Orphan Support Program,2023-04-26,Mobile Registration Van,Suspended,Female,Suspended,1985-10-16,False,2023-04-26,False,5000.0,False,False,False,False,,07356-4920356-1,Nicole Baker,Female,1985-10-15,"43703 Victoria Walks, Mardan",2022-01-16,Expired,BEN-002735,Female,1985-10-15,False,2022-01-16,False,False,False,False,,False
BEN-002736,Joan Odom,Joseph Zuniga,Female,1972-04-12,92000-7854914-1,0345-5696437,Married,7,8000.0,63580 Christina Garden Suite 933,Gwadar,Balochistan,PK1033746701925357,Elderly Pension Program,2020-08-11,In-Person Center,Active,Female,Active,1972-04-12,False,2020-08-11,False,8000.0,False,False,False,False,,92000-7854914-1,  Joan Odom,Female,1972-04-12,"63580 Christina Garden Suite 933, Gwadar",2012-10-29,Expired,BEN-002736,Female,1972-04-12,False,2012-10-29,False,False,False,False,,False
BEN-002737,Alicia Mitchell,Ethan Mitchell,Female,1957-10-20,61715-6916251-9,0301-2578964,Divorced,3,5000.0,379 Schmidt Stravenue Apt. 519,Sibi,Balochistan,PK8190627328770742,Cash Transfer Program,2022-08-21,In-Person Center,Active,Female,Active,1957-10-20,False,2022-08-21,False,5000.0,False,False,False,False,,61715-6916251-9,lAicia Mitchell,Female,1957-10-20,"379 Schmidt Stravenue Apt. 519, Sibi",2014-09-01,,BEN-002737,Female,1957-10-20,False,2014-09-01,False,False,True,False,id_status_missing,False
BEN-002738,Amy Medina,Zachary Dodson,Female,2004-08-14,22581-4566662-6,0300-8172102,Married,1,8000.0,3770 Rollins Ford Apt. 958,Abbottabad,Khyber Pakhtunkhwa,PK8353581084234637,Disability Support Program,2023-05-21,Online Portal,Active,Female,Active,2004-08-14,False,2023-05-21,False,8000.0,False,False,False,False,,22581-4566662-6,Amy Medina,Female,2004-08-14,"3770 Rollins Ford Apt. 958, Abbottabad, Khyber Pakhtunkhwa",2017-09-06,Active,BEN-002738,Female,2004-08-14,False,2017-09-06,False,False,False,False,,False
BEN-002739,Jason Griffith,Andrew Smith,Male,1996-05-25,29517-3494045-8,0300-4765864,Divorced,5,5000.0,0055 Joanna Points,Karachi,Sindh,PK3697619572459050,Flood Relief Assistance,2019-10-27,NGO Referral,Active,Male,Active,1996-05-25,False,2019-10-27,False,5000.0,False,False,False,False,,29517-3494045-8,Jason Griffith,Male,1996-05-25,"Sindh, Karachi, 0055 Joanna Points",2021-09-03,Active,BEN-002739,Male,1996-05-25,False,2021-09-03,False,False,False,False,,False
BEN-002740,Emily Daniels,Jerome Weaver,Female,1976-07-13,37238-7026903-5,0302-6024124,Widowed,2,,7304 Harris Union,Rawalpindi,Punjab,PK8572812591468188,Cash Transfer Program,2023-03-23,Online Portal,Inactive,Female,Inactive,1976-07-13,False,2023-03-23,False,,True,False,False,False,income_flag,,,,,,,,,,,,,,,,,,False
BEN-002741,Steven Taylor,Justin Pruitt,M,1986-06-04,48728-9753874-1,0320-1142048,Single,5,25000.0,666 Miranda Island,Larkana,Sindh,PK7051662329665453,Elderly Pension Program,2023-05-24,NGO Referral,Suspended,Male,Suspended,1986-06-04,False,2023-05-24,False,25000.0,False,False,False,False,,48728-9753874-1,Steven Taylor,Male,1986-06-04,"666 Miranda Island, Larkana",2021-01-09,Active,BEN-002741,Male,1986-06-04,False,2021-01-09,False,False,False,False,,False
BEN-002742,  Paul Porter,Geoffrey West,Male,1974-12-16,36371-8279735-3,0333-0306679,Married,1,5000.0,80538 Deborah Stravenue,BAHAWALPUR,Punjab,PK6828695826974866,Flood Relief Assistance,2019-10-24,Mobile Registration Van,Suspended,Male,Suspended,1974-12-16,False,2019-10-24,False,5000.0,False,False,False,False,,36371-8279735-3,Paul Porter,Male,1974-12-16,"Punjab, Bahawalpur, 80538 Deborah Stravenue",2019-07-14,Active,BEN-002742,Male,1974-12-16,False,2019-07-14,False,False,False,False,,False
BEN-002743,Tammy Carter DDS,Michael Mueller,Female,1970-06-27,62300-5173560-8,0333-6201436,Widowed,8,8000.0,,Faisalabad  ,Punjab,PK7978396341762443,Widow & Orphan Support Program,2024-12-16,In-Person Center,ACTIVE,Female,Active,1970-06-27,False,2024-12-16,False,8000.0,False,False,True,False,address_missing,,,,,,,,,,,,,,,,,,False
BEN-002744,Kayla Castillo,Anthony Thomas,Female,1959-01-08,24832-7969631-9,0320-2672646,Widowed,3,5000.0,74923 Scott Highway,  Karachi,Sindh,PK8839382214776524,Disability Support Program,2023-06-20,In-Person Center,inactive,Female,Inactive,1959-01-08,False,2023-06-20,False,5000.0,False,False,False,False,,24832-7969631-9,Kayla Castillo,Female,1959-01-08,"74923 Scott Highway, Karachi",2012-03-27,Active,BEN-002744,Female,1959-01-08,False,2012-03-27,False,False,False,False,,False
BEN-002745,Mrs. Margaret West,Andrew Ball,Female,1951-03-21,68470-0410001-6,0302-1995187,Married,7,20000.0,488 Roger Green Suite 486,Karachi,Sindh,PK0816706284953117,Elderly Pension Program,2023-03-28,NGO Referral,Active,Female,Active,1951-03-21,False,2023-03-28,False,20000.0,False,False,False,False,,68470-0410001-6,  Mrs. Margaret West,Female,1951-03-21,"488 Roger Green Suite 486, Karachi, Sindh",2023-10-23,Active,BEN-002745,Female,1951-03-21,False,2023-10-23,False,False,False,False,,False
BEN-002746,Austin Hanson  ,Patrick Patel,Male,1994-08-13,92264-7604348-1,0302-8791902,Widowed,9,20000.0,23489 Nicholas Points Suite 976,Karachi,Sindh,PK5653977449789257,Disability Support Program,2025-12-20,NGO Referral,Suspended,Male,Suspended,1994-08-13,False,2025-12-20,False,20000.0,False,False,False,False,,92264-7604348-1,Austin Hanson  ,Male,1994-08-13,"23489 Nicholas Points Suite 976, Karachi",2016-12-28,Expired,BEN-002746,Male,1994-08-13,False,2016-12-28,False,False,False,False,,False
BEN-002747,Tami  Johnson,Juan Mullins,Female,2003-06-24,17876-1481396-8,0345-6544286,Divorced,3,12000.0,3602 Wayne Mews Suite 142,Quetta,Balochistan,PK4944671898902248,Cash Transfer Program,2025-10-05,NGO Referral,Active,Female,Active,2003-06-24,False,2025-10-05,False,12000.0,False,False,False,False,,17876-1481396-8,Tami Johnson,Female,24-06-2003,"Balochistan, Quetta, 3602 Wayne Mews Suite 142",2023-05-09,Expired,BEN-002747,Female,2003-06-24,False,2023-05-09,False,False,False,False,,False
BEN-002748,Richard Cervantes MD,Martin Stevenson,Male,1957-04-27,64920-9052956-8,0303-4244083,Married,9,25000.0,88169 Chan Shores Apt. 038,Rawalpindi,Punjab,PK8200916333872032,Flood Relief Assistance,2022-06-21,Mobile Registration Van,Active,Male,Active,1957-04-27,False,2022-06-21,False,25000.0,False,False,False,False,,64920-9052956-8,Ricard Cervantes MD,Male,1957-04-27,"Punjab, Rawalpindi, 88169 Chan Shores Apt. 038",2011-11-12,Active,BEN-002748,Male,1957-04-27,False,2011-11-12,False,False,False,False,,False
BEN-002749,Joshua Wilson,Johnny Walker,Male,03/04/1972,02362-8186003-3,0300-5572372,Single,7,0.0,7299 Chambers Forest Suite 063,Multan,Punjab,PK4182254309398562,Elderly Pension Program,2019-09-29,Mobile Registration Van,Inactive,Male,Inactive,1972-04-03,False,2019-09-29,False,0.0,False,False,False,False,,02362-8186003-3,JoShua Wilson,Male,1972-04-03,"7299 Chambers Forest Suite 063, Multan, Punjab",2024-08-25,Active,BEN-002749,Male,1972-04-03,False,2024-08-25,False,False,False,False,,False
BEN-002750,Sarah Blanchard,Thomas Combs,F,2003-12-24,82779-7737593-6,0320-1554754,Widowed,2,20000.0,8671 Richard Neck Suite 974,Quetta,Balochistan,PK2757863455260873,Elderly Pension Program,2023-01-28,In-Person Center,Active,Female,Active,2003-12-24,False,2023-01-28,False,20000.0,False,False,False,False,,82779-7737593-6,Sarah Blanchard,Female,2003-12-24,"8671 Richard Neck Suite 974, Quetta",2022-02-18,Active,BEN-002750,Female,2003-12-24,False,2022-02-18,False,False,False,False,,False
BEN-002751,Dylan Christian Jr.,Kevin Williams,Male,1976-07-18,96247-0604979-5,0300-6918547,Married,4,0.0,414 Jacob Route Apt. 467,Rawalpindi,Punjab,PK4890841906918891,Widow & Orphan Support Program,2024-07-13,NGO Referral,Active,Male,Active,1976-07-18,False,2024-07-13,False,0.0,False,False,False,False,,96247-0604979-5,Dylan  Christian  Jr.,Male,1976-07-18,"Punjab, Rawalpindi, 414 Jacob Route Apt. 467",2012-10-07,,BEN-002751,Male,1976-07-18,False,2012-10-07,False,False,True,False,id_status_missing,False
BEN-002752,Adam Cooke,Matthew Chapman III,Male,2007-03-26,45177-7512199-6,0302-9685196,Single,9,25000.0,222 Lam Fields Apt. 731,Larkana,Sindh,PK8285217439293204,Disability Support Program,2021-11-07,Mobile Registration Van,Suspended,Male,Suspended,2007-03-26,False,2021-11-07,False,25000.0,False,False,False,False,,45177-7512199-6,Adam Cooke,Male,2007-03-26,"222 Lam Fields Apt. 731, Larkana, Sindh",2017-06-24,Active,BEN-002752,Male,2007-03-26,False,2017-06-24,False,False,False,False,,False
BEN-002753,Kimberly Atkins,Patrick Ibarra,Female,1950-01-01,07121-7935537-3,0310-3051448,Single,1,0.0,0509 Poole Springs,Larkana,Sindh,PK8468608721942357,Flood Relief Assistance,2020-05-27,NGO Referral,Inactive,Female,Inactive,1950-01-01,False,2020-05-27,False,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-002754,Sandra  Gonzalez,Kenneth Noble,Female,1959-11-21,21767-8886705-4,0300-2355109,Married,2,12000.0,179 Brent Prairie,Lahore,Punjab,PK2801573617243167,Cash Transfer Program,2024-08-22,Online Portal,Active,Female,Active,1959-11-21,False,2024-08-22,False,12000.0,False,False,False,False,,21767-8886705-4,Sandra Gonazlez,Female,21-11-1959,"Punjab, Lahore, 179 Brent Prairie",2017-08-02,Active,BEN-002754,Female,1959-11-21,False,2017-08-02,False,False,False,False,,False
BEN-002755,Ms. Latasha Davis,David Sullivan,Female,1953-04-23,36912-8428509-9,0302-3865888,Divorced,6,0.0,73400 Dillon Station Apt. 058,Faisalabad,Punjab,PK1706784400694171,Flood Relief Assistance,2024-11-06,In-Person Center,ACTIVE,Female,Active,1953-04-23,False,2024-11-06,False,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-002756,Samuel Armstrong,Frederick Martinez,MALE,1984-09-29,44662-7100673-2,0303-5016058,Single,9,8000.0,,Abbottabad,Khyber Pakhtunkhwa,PK7965151120695157,Flood Relief Assistance,2020-12-16,NGO Referral,Inactive,Male,Inactive,1984-09-29,False,2020-12-16,False,8000.0,False,False,True,False,address_missing,44662-7100673-2,Samuel Armstrong,Male,1984-09-29,"894 Howard Cliffs Apt. 846, Abbottabad, Khyber Pakhtunkhwa",2023-02-28,Active,BEN-002756,Male,1984-09-29,False,2023-02-28,False,False,False,False,,False
BEN-002757,Stephen Hayden,Paul Nguyen,Male,2007-08-11,53148-6591697-3,0301-0325612,Divorced,7,12000.0,88271 Susan Manors,Bahawalpur  ,Punjab,PK2392083212522988,Widow & Orphan Support Program,2023-06-24,In-Person Center,Active,Male,Active,2007-08-11,False,2023-06-24,False,12000.0,False,False,False,False,,53148-6591697-3,StEphen Hayden,Male,2007-08-11,"88271 Susan Manors, Bahawalpur, Punjab",2024-10-04,Expired,BEN-002757,Male,2007-08-11,False,2024-10-04,False,False,False,False,,False
BEN-002758,  Tanner Joseph,Christopher Boyle,Male,1973-10-13,37046-0153741-9,0300-0758592,Divorced,6,20000.0,854 James Rue,Sibi,Balochistan,PK4537505270171449,Cash Transfer Program,2021-07-24,In-Person Center,Suspended,Male,Suspended,1973-10-13,False,2021-07-24,False,20000.0,False,False,False,False,,37046-0153741-9,Tanner oJseph,Male,1973-10-13,"854 James Rue, Sibi",2020-04-11,Expired,BEN-002758,Male,1973-10-13,False,2020-04-11,False,False,False,False,,False
BEN-002759,Patrick Foster,William Warren,Male,1997-04-26,84117-9375799-6,0300-5295269,Divorced,6,20000.0,812 Joshua Springs Suite 919,Hyderabad,Sindh,PK3858603157076352,Disability Support Program,2021-08-14,Mobile Registration Van,Suspended,Male,Suspended,1997-04-26,False,2021-08-14,False,20000.0,False,False,False,False,,84117-9375799-6,Patrick Foster,Male,26-04-1997,"Sindh, Hyderabad, 812 Joshua Springs Suite 919",2021-01-13,Expired,BEN-002759,Male,1997-04-26,False,2021-01-13,False,False,False,False,,False
BEN-002760,Peter Herrera,Brian Sellers,Male,1977-09-21,32564-7403616-8,0345-4289834,Widowed,6,12000.0,0585 Robert Center Suite 615,Quetta,Balochistan,PK0869561221622841,Cash Transfer Program,2023-06-14,NGO Referral,Active,Male,Active,1977-09-21,False,2023-06-14,False,12000.0,False,False,False,False,,32564-7403616-8,Peter  Herrera,Male,1977-09-21,"0585 Robert Center Suite 615, Quetta",2017-08-05,Active,BEN-002760,Male,1977-09-21,False,2017-08-05,False,False,False,False,,False
BEN-002761,Jennifer  Green,Frederick Riggs,female,19/05/2004,72386-2765795-0,0300-3620181,Widowed,3,8000.0,455 Miranda Row,Multan,Punjab,PK1069125863345691,Disability Support Program,2021-01-16,NGO Referral,Active,Female,Active,2004-05-19,False,2021-01-16,False,8000.0,False,False,False,False,,72386-2765795-0,Jennifer Geren  ,Female,2004-05-19,"455 Miranda Row, Multan, Punjab",2018-07-01,Active,BEN-002761,Female,2004-05-19,False,2018-07-01,False,False,False,False,,False
BEN-002762,  Sarah Johnson,Phillip Glover,Female,02/04/1958,82511-1572145-8,0320-3118808,Single,2,8000.0,466 Nancy Hollow Apt. 508,Mardan  ,Khyber Pakhtunkhwa,PK3693235905555654,Flood Relief Assistance,2020-02-11,Mobile Registration Van,inactive,Female,Inactive,1958-04-02,False,2020-02-11,False,8000.0,False,False,False,False,,82511-1572145-8,Sarah Johnson,Female,1958-04-04,"Khyber Pakhtunkhwa, Mardan, 466 Nancy Hollow Apt. 508",2019-09-05,Active,BEN-002762,Female,1958-04-04,False,2019-09-05,False,False,False,False,,False
BEN-002763,Stacey Avila,Ryan Myers,Female,1968-06-13,58082-4638894-3,0345-5331062,Married,99,0.0,6814 Martinez Trail,Sibi,Balochistan,PK7833579311750810,Flood Relief Assistance,2020-07-22,Online Portal,Active,Female,Active,1968-06-13,False,2020-07-22,False,0.0,False,False,False,False,,58082-4638894-3,STACEY AILA,Female,1968-06-13,,2023-07-13,Active,BEN-002763,Female,1968-06-13,False,2023-07-13,False,True,False,False,address_missing,False
BEN-002764,Carmen Vaughn,Jeremy Mccall,Female,1965-04-08,31317-5864921-2,0303-4770125,Single,3,20000.0,125 Cantu Club Apt. 478,Hyderabad,Sindh,PK5421015885436578,Flood Relief Assistance,2025-07-17,In-Person Center,Suspended,Female,Suspended,1965-04-08,False,2025-07-17,False,20000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-002765,Crystal Smith,Marco Wilkerson,Female,1993-11-15,04992-4344655-5,0301-5502010,Divorced,6,12000.0,6549 Garcia Flat Suite 306,Abbottabad,Khyber Pakhtunkhwa,PK9442656943057218,Flood Relief Assistance,2022-04-11,Online Portal,Active,Female,Active,1993-11-15,False,2022-04-11,False,12000.0,False,False,False,False,,04992-4344655-5,Crystal Smith,Female,1993-11-15,"Khyber Pakhtunkhwa, Abbottabad, 6549 Garcia Flat Suite 306",2013-11-14,Active,BEN-002765,Female,1993-11-15,False,2013-11-14,False,False,False,False,,False
BEN-002766,Jonathan Galloway,Frederick Ali,Male,1966-07-13,97623-3110594-4,0300-0314538,Single,6,0.0,45873 Jordan Terrace,Peshawar,Khyber Pakhtunkhwa,PK4671082922473337,Cash Transfer Program,2025-12-03,Mobile Registration Van,Active,Male,Active,1966-07-13,False,2025-12-03,False,0.0,False,False,False,False,,97623-3110594-4,JonAthan Galloway,Male,1966-07-13,"45873 Jordan Terrace, Peshawar",2012-06-19,Active,BEN-002766,Male,1966-07-13,False,2012-06-19,False,False,False,False,,False
BEN-002767,George Thompson,Kenneth Yu,Male,1998-11-23,81920-9301809-7,0310-9013038,Widowed,9,-5000.0,04088 Jones Fort,Rawalpindi  ,Punjab,PK5133130747373925,Flood Relief Assistance,2019-12-30,NGO Referral,Suspended,Male,Suspended,1998-11-23,False,2019-12-30,False,,True,False,False,False,income_flag,81920-9301809-7,George Thompson,Male,1998-11-23,"04088 Jones Fort, Rawalpindi",2015-10-14,Expired,BEN-002767,Male,1998-11-23,False,2015-10-14,False,False,False,False,,False
BEN-002768,Charles Mendez,Austin Weaver,Male,1990-05-17,83410-4741333-2,0302-8477614,Widowed,5,15000.0,043 Jacqueline Heights Apt. 798,Quetta,Balochistan,PK4100122114160917,Elderly Pension Program,2021-03-20,Online Portal,Suspended,Male,Suspended,1990-05-17,False,2021-03-20,False,15000.0,False,False,False,False,,83410-4741333-2,Charles Mendez,Male,1990-05-17,"Balochistan, Quetta, 043 Jacqueline Heights Apt. 798",2020-07-29,Active,BEN-002768,Male,1990-05-17,False,2020-07-29,False,False,False,False,,False
BEN-002769,Patricia Poole,Anthony Ward,Female,1976-08-07,29307-1383152-7,0303-0139312,Widowed,8,25000.0,641 Erica Drive,Larkana,Sindh,PK8751195282782027,Elderly Pension Program,2025-11-17,Online Portal,Inactive,Female,Inactive,1976-08-07,False,2025-11-17,False,25000.0,False,False,False,False,,29307-1383152-7,Patricia Poole,Female,1976-08-07,,2018-08-26,Active,BEN-002769,Female,1976-08-07,False,2018-08-26,False,True,False,False,address_missing,False
BEN-002770,William Anderson,Robert Conley,Male,1991-09-22,68913-8280848-9,0302-9159117,Married,6,20000.0,08508 Sarah Shoals Apt. 869,Mardan,Khyber Pakhtunkhwa,PK3880285358806151,Widow & Orphan Support Program,2022-05-08,Mobile Registration Van,Active,Male,Active,1991-09-22,False,2022-05-08,False,20000.0,False,False,False,False,,68913-8280848-9,William Anderson,Male,22-09-1991,"08508 Sarah Shoals Apt. 869, Mardan",2023-10-24,Expired,BEN-002770,Male,1991-09-22,False,2023-10-24,False,False,False,False,,False
BEN-002771,EDDIE WHITE,David Simon,Male,1945-11-21,70471-9697837-4,0333-4691043,Widowed,1,5000.0,354 Reid Hollow Suite 675,Abbottabad,Khyber Pakhtunkhwa,PK1474555248935739,Cash Transfer Program,2021-02-09,Online Portal,Inactive,Male,Inactive,1945-11-21,False,2021-02-09,False,5000.0,False,False,False,False,,70471-9697837-4,Eddie White,Male,21-11-1945,"Khyber Pakhtunkhwa, Abbottabad, 354 Reid Hollow Suite 675",2016-06-19,Active,BEN-002771,Male,1945-11-21,False,2016-06-19,False,False,False,False,,False
BEN-002772,  Rhonda Short,Danny Fuller,female,1948-08-26,75679-1681804-7,0333-8101899,Single,1,0.0,798 Juan Via,  Lahore,Punjab,PK8830255607893470,Elderly Pension Program,2023-08-30,Mobile Registration Van,Active,Female,Active,1948-08-26,False,2023-08-30,False,0.0,False,False,False,False,,75679-1681804-7,  Rhonda Short,Female,1948-08-26,"798 Juan Via, Lahore, Punjab",2016-12-18,Active,BEN-002772,Female,1948-08-26,False,2016-12-18,False,False,False,False,,False
BEN-002773,ALEXANDER GRAHAM,Justin Wright,M,1975-07-07,20511-2759435-0,0300-9670948,Single,1,0.0,90774 Smith Garden,Quetta,Balochistan,PK9401407863718410,Elderly Pension Program,2021-10-21,Online Portal,Active,Male,Active,1975-07-07,False,2021-10-21,False,0.0,False,False,False,False,,20511-2759435-0,Alexander Graham,Male,07-07-1975,"90774 Smith Garden, Quetta, Balochistan",2014-10-12,Active,BEN-002773,Male,1975-07-07,False,2014-10-12,False,False,False,False,,False
BEN-002774,Frank Boyd,Todd Sampson,Male,1989-10-26,37528-5346082-1,0301-6551196,Married,-1,5000.0,6678 Robinson Run,sibi,Balochistan,PK2321157119126727,Cash Transfer Program,2024-09-14,In-Person Center,Active,Male,Active,1989-10-26,False,2024-09-14,False,5000.0,False,False,False,False,,37528-5346082-1,Frank Boyd,Male,1989-10-26,"6678 Robinson Run, Sibi, Balochistan",2019-10-29,Active,BEN-002774,Male,1989-10-26,False,2019-10-29,False,False,False,False,,False
